trial,song_id,grid,decode,snap,tempo_source,beat_period_s,true_first_chorus_s,pred_first_chorus_s,anchor_error_s,anchor_error_bars,anchor_verdict,precision,recall,f1,median_abs_err_s,hit_rate_70ms,hit_rate_500ms,n_pred_boundaries,median_abs_err_beats
T0,30,librosa,smooth,0,librosa,0.4693333333333333,75.2,75.05066666666667,-0.1493333333333311,-0.07954545454545335,exact,0.9987893462469734,0.917686318131257,0.9565217391304348,1.7993333333333368,0.0,0.25,4,3.8338068181818254
T0,8,librosa,smooth,0,librosa,0.5226666666666666,68.9,70.944,2.043999999999997,0.9776785714285701,within_1_bar,0.8846153846153846,0.8881491344873502,0.8863787375415283,4.124666666666663,0.0,0.25,4,7.891581632653055
T0,467,librosa,smooth,0,librosa,0.4693333333333333,60.1,59.72266666666667,-0.37733333333333263,-0.20099431818181782,exact,0.9958246346555324,0.7963272120200334,0.8849721706864565,3.662000000000006,0.0,0.25,4,7.802556818181832
T0,177,librosa,smooth,0,librosa,0.48,23.3,24.512,1.2119999999999997,0.6312499999999999,within_1_bar,0.9690026954177897,0.9548472775564409,0.9618729096989966,1.4373333333333331,0.0,0.0,4,2.994444444444444
T0,171,librosa,smooth,0,librosa,0.48,54.2,51.648,-2.5519999999999996,-1.3291666666666666,off,0.9634551495016611,0.8639523336643495,0.9109947643979057,0.8900000000000006,0.0,0.25,8,1.8541666666666679
T0,36,librosa,smooth,0,librosa,0.4693333333333333,54.6,54.336,-0.2640000000000029,-0.14062500000000155,exact,0.9035971223021583,0.9766718506998445,0.9387144992526159,0.748666666666665,0.0,0.25,4,1.595170454545451
T0,389,librosa,smooth,0,librosa,0.48,15.2,15.04,-0.16000000000000014,-0.08333333333333341,exact,0.9355692850838482,0.9943714821763602,0.9640745793542519,0.3999999999999986,0.0,0.5,4,0.8333333333333304
T0,98,librosa,smooth,0,librosa,0.4693333333333333,71.3,27.978666666666665,-43.32133333333333,-23.075994318181817,off,0.6607734806629835,0.998330550918197,0.7952127659574468,9.464000000000006,0.0,0.16666666666666666,6,20.16477272727274
T0,38,librosa,smooth,0,librosa,0.48,45.7,45.86666666666667,0.1666666666666643,0.08680555555555433,exact,0.8348115299334812,0.9894875164257556,0.9055923030667469,0.7733333333333405,0.0,0.25,4,1.6111111111111263
T0,354,librosa,smooth,0,librosa,0.48,17.8,19.082666666666668,1.2826666666666675,0.6680555555555561,within_1_bar,0.9692307692307692,0.9479166666666666,0.9584552369806905,1.2726666666666677,0.0,0.0,6,2.6513888888888912
T0,180,librosa,smooth,0,librosa,0.48,112.3,37.962666666666664,-74.33733333333333,-38.71736111111111,off,0.32536293766011953,0.6155088852988692,0.42569832402234636,12.943333333333342,0.0,0.125,8,26.965277777777796
T0,168,librosa,smooth,0,librosa,0.4906666666666667,51.1,50.816,-0.2839999999999989,-0.14470108695652117,exact,0.8813559322033898,0.8537313432835821,0.8673237300985596,4.902000000000001,0.0,0.16666666666666666,6,9.990489130434785
T0,46,librosa,smooth,0,librosa,0.4906666666666667,57.1,50.656,-6.444000000000003,-3.283288043478262,off,0.703416149068323,1.0,0.8258887876025525,3.8759999999999977,0.0,0.0,6,7.8994565217391255
T0,480,librosa,smooth,0,librosa,0.48,92.9,91.712,-1.1880000000000024,-0.6187500000000012,within_1_bar,0.9761694616063548,0.9073010664479081,0.9404761904761904,3.343333333333341,0.0,0.16666666666666666,6,6.965277777777794
T0,131,librosa,smooth,0,librosa,0.48,31.7,32.437333333333335,0.7373333333333356,0.38402777777777897,within_1_bar,0.9739819004524887,0.9451152579582875,0.9593314763231197,1.1000000000000032,0.0,0.16666666666666666,6,2.2916666666666736
T0,336,librosa,smooth,0,librosa,0.7146666666666667,53.3,53.898666666666664,0.5986666666666665,0.2094216417910447,exact,0.9430992736077481,0.7300843486410497,0.8230322239830956,3.6439999999999984,0.0,0.0,6,5.098880597014923
T0,522,librosa,smooth,0,librosa,0.48,30.5,32.42666666666667,1.9266666666666694,1.0034722222222237,off,1.0,0.8997188378631678,0.9472126295017267,2.2600000000000016,0.0,0.0,4,4.708333333333337
T0,397,librosa,smooth,0,librosa,0.48,47.8,49.64266666666666,1.8426666666666662,0.959722222222222,within_1_bar,1.0,0.9463894967177243,0.9724564362001125,1.322666666666656,0.0,0.0,4,2.7555555555555333
T0,547,librosa,smooth,0,librosa,0.4693333333333333,91.8,67.424,-24.37599999999999,-12.984374999999995,off,0.6887573964497041,0.97,0.8055363321799307,1.7546666666666653,0.0,0.25,4,3.7386363636363606
T0,491,librosa,smooth,0,librosa,0.48,61.4,61.034666666666666,-0.3653333333333322,-0.19027777777777719,exact,0.9243827160493827,0.9739837398373984,0.9485352335708631,1.3073333333333323,0.0,0.25,4,2.723611111111109
T0,68,librosa,smooth,0,librosa,0.5973333333333334,77.5,75.97866666666667,-1.521333333333331,-0.636718749999999,within_1_bar,0.9155555555555556,1.0,0.9559164733178653,1.2753333333333288,0.25,0.25,4,2.1350446428571352
T0,317,librosa,smooth,0,librosa,0.4693333333333333,33.7,33.376,-0.3240000000000052,-0.17258522727273004,exact,0.9196242171189979,0.9778024417314095,0.9478214093598709,0.305333333333337,0.0,0.6666666666666666,6,0.6505681818181897
T0,297,librosa,smooth,0,librosa,0.48,38.9,37.94133333333333,-0.9586666666666659,-0.49930555555555517,within_1_bar,0.7171597633136094,0.9837662337662337,0.8295687885010267,5.670666666666662,0.0,0.0,4,11.81388888888888
T0,321,librosa,smooth,0,librosa,0.48,15.2,17.066666666666666,1.8666666666666671,0.9722222222222225,within_1_bar,0.9338394793926247,0.9420131291028446,0.9379084967320263,2.2766666666666673,0.0,0.16666666666666666,6,4.743055555555557
T0,255,librosa,smooth,0,librosa,0.4693333333333333,32.1,31.616,-0.48400000000000176,-0.25781250000000094,within_1_bar,0.939799331103679,0.9568671963677639,0.9482564679415074,1.3360000000000127,0.0,0.3333333333333333,6,2.8465909090909363
T0,235,librosa,smooth,0,librosa,0.4693333333333333,45.4,44.714666666666666,-0.6853333333333325,-0.36505681818181773,within_1_bar,0.9931330472103004,0.850735294117647,0.9164356435643565,3.3786666666666747,0.0,0.16666666666666666,6,7.198863636363654
T0,430,librosa,smooth,0,librosa,0.4693333333333333,55.8,56.138666666666666,0.33866666666666845,0.18039772727272824,exact,0.7875507442489851,0.9765100671140939,0.8719101123595504,1.5400000000000063,0.0,0.25,4,3.2812500000000133
T0,288,librosa,smooth,0,librosa,0.48,46.1,45.653333333333336,-0.44666666666666544,-0.23263888888888826,exact,0.8987975951903807,0.975,0.935349322210636,1.3719999999999999,0.0,0.5,4,2.8583333333333334
T0,99,librosa,smooth,0,librosa,0.48,30.5,30.272,-0.22800000000000153,-0.1187500000000008,exact,0.948488241881299,0.9894859813084113,0.9685534591194969,0.2900000000000027,0.0,0.6666666666666666,6,0.6041666666666723
T0,130,librosa,smooth,0,librosa,0.48,61.6,61.38666666666666,-0.21333333333333826,-0.11111111111111369,exact,0.8849557522123894,0.9761388286334056,0.9283135636926251,2.1186666666666625,0.0,0.25,4,4.413888888888881
T0,388,librosa,smooth,0,librosa,0.48,35.2,36.04266666666667,0.8426666666666662,0.43888888888888866,within_1_bar,0.9813242784380306,0.9475409836065574,0.9641367806505422,0.9866666666666717,0.0,0.0,4,2.055555555555566
T0,203,librosa,smooth,0,librosa,0.4693333333333333,18.9,20.224,1.3240000000000016,0.7052556818181827,within_1_bar,1.0,0.7116402116402116,0.8315301391035549,7.427999999999994,0.0,0.0,4,15.826704545454533
T0,261,librosa,smooth,0,librosa,0.4906666666666667,63.5,64.59733333333334,1.0973333333333386,0.5591032608695679,within_1_bar,1.0,0.882988298829883,0.9378585086042065,2.2106666666666825,0.0,0.0,4,4.505434782608727
T0,511,librosa,smooth,0,librosa,0.4693333333333333,45.0,44.91733333333333,-0.08266666666666822,-0.04403409090909174,exact,0.9782608695652174,1.0,0.989010989010989,0.06533333333333502,0.5,0.75,4,0.13920454545454905
T0,258,librosa,smooth,0,librosa,0.4693333333333333,15.0,16.458666666666666,1.458666666666666,0.7769886363636359,within_1_bar,0.9971936389148737,0.8015037593984963,0.8887036265110462,3.0386666666666713,0.0,0.16666666666666666,6,6.474431818181828
T2a,176,librosa,smooth,0,librosa,0.48,60.9,62.90133333333333,2.001333333333335,1.042361111111112,off,0.753004005340454,0.9245901639344263,0.8300220750551877,4.620666666666665,0.0,0.0,4,9.626388888888886
T2a,10,librosa,smooth,0,librosa,0.4906666666666667,47.3,48.608,1.3079999999999998,0.6664402173913042,within_1_bar,1.0,0.9087403598971723,0.9521885521885521,1.8613333333333344,0.0,0.0,4,3.793478260869567
T2a,170,librosa,smooth,0,librosa,0.4693333333333333,45.7,46.496,0.7959999999999994,0.4240056818181815,within_1_bar,0.9488574537540805,0.8288973384030418,0.884830035514967,1.8966666666666754,0.0,0.0,6,4.0411931818182
T2a,219,librosa,smooth,0,librosa,0.4266666666666667,41.2,50.848,9.647999999999996,5.6531249999999975,off,0.6607629427792916,0.708029197080292,0.6835799859055675,8.581333333333333,0.0,0.0,4,20.112499999999997
T2a,418,librosa,smooth,0,librosa,0.48,30.7,32.16,1.4599999999999973,0.7604166666666653,within_1_bar,0.9739583333333334,0.9121951219512195,0.9420654911838792,1.4853333333333367,0.0,0.0,4,3.0944444444444517
T2a,151,librosa,smooth,0,librosa,0.48,63.8,62.944,-0.8559999999999945,-0.44583333333333053,within_1_bar,0.9581151832460733,0.9305084745762712,0.9441100601891659,1.5046666666666653,0.0,0.0,4,3.1347222222222193
T2a,502,librosa,smooth,0,librosa,0.6933333333333334,7.5,16.085333333333335,8.585333333333335,3.0956730769230774,off,0.8948069241011984,0.7458379578246392,0.8135593220338982,4.309333333333342,0.0,0.0,6,6.215384615384628
T2a,241,librosa,smooth,0,librosa,0.4693333333333333,45.2,44.81066666666667,-0.3893333333333331,-0.2073863636363635,exact,0.8064889918887601,0.928,0.8629882207067575,4.396666666666675,0.0,0.25,4,9.367897727272746
T2a,175,librosa,smooth,0,librosa,0.4906666666666667,48.3,48.8,0.5,0.2547554347826087,within_1_bar,0.6313513513513513,0.9419354838709677,0.7559870550161811,2.24133333333333,0.0,0.25,4,4.567934782608688
T2a,504,librosa,smooth,0,librosa,0.48,24.8,26.730666666666668,1.9306666666666672,1.005555555555556,off,0.9900332225913622,0.8860257680872151,0.9351464435146444,1.7646666666666668,0.0,0.0,6,3.6763888888888894
T2a,465,librosa,smooth,0,librosa,0.48,45.8,53.38666666666666,7.586666666666666,3.951388888888889,off,1.0,0.7917448405253283,0.8837696335078533,3.1786666666666648,0.0,0.0,6,6.622222222222218
T2a,115,librosa,smooth,0,librosa,0.512,42.8,40.576,-2.2239999999999966,-1.0859374999999984,off,0.6107634543178974,1.0,0.7583527583527583,5.207999999999995,0.0,0.0,4,10.17187499999999
T2a,236,librosa,smooth,0,librosa,0.44800000000000006,43.2,46.538666666666664,3.3386666666666613,1.8630952380952348,off,1.0,0.7031551835157759,0.8257088846880907,6.3899999999999935,0.0,0.0,8,14.26339285714284
T2a,517,librosa,smooth,0,librosa,0.5013333333333333,18.1,21.749333333333333,3.649333333333331,1.819813829787233,off,0.9304123711340206,0.84609375,0.886252045826514,4.886666666666663,0.0,0.3333333333333333,6,9.747340425531908
T2a,351,librosa,smooth,0,librosa,0.48,34.3,38.18666666666667,3.8866666666666703,2.0243055555555576,off,1.0,0.8818380743982495,0.9372093023255814,2.684666666666665,0.0,0.0,4,5.593055555555552
T2a,91,librosa,smooth,0,librosa,0.48,32.4,43.712,11.312000000000005,5.891666666666669,off,0.7369727047146402,0.7805519053876478,0.7581365666879387,7.190000000000008,0.0,0.0,4,14.979166666666684
T2a,30,librosa,smooth,0,librosa,0.4693333333333333,75.2,76.928,1.7279999999999944,0.9204545454545425,within_1_bar,1.0,0.8987764182424917,0.9466900995899239,1.9053333333333384,0.0,0.0,4,4.0596590909091015
T2a,8,librosa,smooth,0,librosa,0.5226666666666666,68.9,75.136,6.23599999999999,2.9827806122448934,off,0.5564053537284895,0.7749667110519307,0.647746243739566,10.714666666666673,0.0,0.0,8,20.500000000000014
T2a,467,librosa,smooth,0,librosa,0.4693333333333333,60.1,65.35466666666666,5.254666666666658,2.799005681818177,off,1.0,0.8297161936560935,0.906934306569343,3.6113333333333237,0.0,0.0,4,7.694602272727252
T2a,177,librosa,smooth,0,librosa,0.48,23.3,24.512,1.2119999999999997,0.6312499999999999,within_1_bar,0.9690026954177897,0.9548472775564409,0.9618729096989966,1.4373333333333331,0.0,0.0,4,2.994444444444444
T2a,171,librosa,smooth,0,librosa,0.48,54.2,55.498666666666665,1.2986666666666622,0.6763888888888866,within_1_bar,0.998914223669924,0.913604766633565,0.9543568464730291,1.0886666666666613,0.0,0.3333333333333333,6,2.2680555555555446
T2a,36,librosa,smooth,0,librosa,0.4693333333333333,54.6,56.21333333333333,1.6133333333333297,0.8593749999999981,within_1_bar,0.9142011834319527,0.9611197511664075,0.9370735405610311,1.4639999999999986,0.0,0.0,4,3.119318181818179
T2a,389,librosa,smooth,0,librosa,0.48,15.2,24.64,9.440000000000001,4.916666666666668,off,1.0,0.7035647279549718,0.8259911894273126,7.039999999999994,0.0,0.0,4,14.666666666666654
T2a,98,librosa,smooth,0,librosa,0.4693333333333333,71.3,71.15733333333333,-0.1426666666666705,-0.07599431818182022,exact,0.7920529801324503,0.998330550918197,0.8833087149187592,0.3473333333333457,0.0,0.5,4,0.7400568181818445
T2a,38,librosa,smooth,0,librosa,0.48,45.7,47.78666666666667,2.086666666666666,1.0868055555555554,off,0.8303030303030303,0.900131406044678,0.8638083228247162,3.2700000000000067,0.0,0.0,4,6.812500000000014
T2a,354,librosa,smooth,0,librosa,0.48,17.8,28.682666666666666,10.882666666666665,5.668055555555555,off,1.0,0.7986111111111112,0.888030888030888,1.2826666666666675,0.0,0.0,6,2.6722222222222243
T2a,180,librosa,smooth,0,librosa,0.48,112.3,55.25333333333333,-57.04666666666667,-29.711805555555557,off,0.4153969526864475,0.8368336025848142,0.555198285101822,12.054666666666662,0.0,0.0,8,25.11388888888888
T2a,168,librosa,smooth,0,librosa,0.4906666666666667,51.1,50.816,-0.2839999999999989,-0.14470108695652117,exact,0.8849028400597907,0.8835820895522388,0.8842419716206124,3.9266666666666694,0.0,0.25,4,8.002717391304353
T2a,46,librosa,smooth,0,librosa,0.4906666666666667,57.1,54.58133333333333,-2.518666666666668,-1.2832880434782616,off,0.7248,1.0,0.8404452690166976,2.8946666666666623,0.0,0.0,6,5.899456521739121
T2a,480,librosa,smooth,0,librosa,0.48,92.9,93.632,0.7319999999999993,0.38124999999999964,within_1_bar,0.9711895910780669,0.8572600492206727,0.9106753812636165,3.3200000000000074,0.0,0.0,6,6.916666666666682
T2a,131,librosa,smooth,0,librosa,0.48,31.7,32.437333333333335,0.7373333333333356,0.38402777777777897,within_1_bar,0.9739819004524887,0.9451152579582875,0.9593314763231197,1.1000000000000032,0.0,0.16666666666666666,6,2.2916666666666736
T2a,336,librosa,smooth,0,librosa,0.7146666666666667,53.3,53.898666666666664,0.5986666666666665,0.2094216417910447,exact,0.9818840579710145,0.7619493908153702,0.8580474934036939,1.8886666666666656,0.0,0.0,6,2.6427238805970132
T2a,522,librosa,smooth,0,librosa,0.48,30.5,34.346666666666664,3.846666666666664,2.003472222222221,off,0.995880535530381,0.9062792877225867,0.9489695780176645,3.0846666666666636,0.0,0.25,4,6.426388888888883
T2a,397,librosa,smooth,0,librosa,0.48,47.8,49.64266666666666,1.8426666666666662,0.959722222222222,within_1_bar,1.0,0.8413566739606126,0.9138443256090315,2.137333333333334,0.0,0.0,4,4.45277777777778
T2a,547,librosa,smooth,0,librosa,0.4693333333333333,91.8,86.19733333333333,-5.602666666666664,-2.9843749999999987,off,0.7385786802030457,0.97,0.8386167146974064,4.589333333333343,0.0,0.16666666666666666,6,9.778409090909111
T2a,491,librosa,smooth,0,librosa,0.48,61.4,64.864,3.4640000000000057,1.8041666666666698,off,0.8980891719745223,0.9170731707317074,0.9074818986323413,2.5139999999999993,0.0,0.0,4,5.237499999999999
T2a,68,librosa,smooth,0,librosa,0.5973333333333334,77.5,78.368,0.867999999999995,0.3632812499999979,within_1_bar,0.9815436241610739,0.9466019417475728,0.9637561779242174,0.9486666666666608,0.0,0.25,4,1.5881696428571328
T2a,317,librosa,smooth,0,librosa,0.4693333333333333,33.7,35.242666666666665,1.542666666666662,0.821732954545452,within_1_bar,0.9583333333333334,0.9189789123196448,0.9382436260623228,1.8119999999999905,0.0,0.16666666666666666,6,3.8607954545454346
T2a,297,librosa,smooth,0,librosa,0.48,38.9,41.781333333333336,2.8813333333333375,1.5006944444444468,off,0.7158808933002482,0.9366883116883117,0.8115330520393812,6.736000000000001,0.0,0.0,4,14.033333333333335
T2a,321,librosa,smooth,0,librosa,0.48,15.2,22.826666666666668,7.626666666666669,3.972222222222223,off,0.9212283044058746,0.7549234135667396,0.8298256163559832,3.7566666666666606,0.0,0.0,6,7.826388888888877
T2a,255,librosa,smooth,0,librosa,0.4693333333333333,32.1,33.49333333333333,1.3933333333333309,0.7421874999999987,within_1_bar,0.9328263624841572,0.8354143019296254,0.881437125748503,3.736000000000004,0.0,0.0,6,7.960227272727282
T2a,235,librosa,smooth,0,librosa,0.4693333333333333,45.4,44.714666666666666,-0.6853333333333325,-0.36505681818181773,within_1_bar,0.9915356711003628,0.6029411764705882,0.7498856881572931,2.4453333333333376,0.0,0.0,6,5.210227272727282
T2a,430,librosa,smooth,0,librosa,0.4693333333333333,55.8,58.016,2.216000000000001,1.180397727272728,off,0.8645357686453576,0.9530201342281879,0.9066241021548284,1.5040000000000013,0.0,0.0,4,3.2045454545454573
T2a,288,librosa,smooth,0,librosa,0.48,46.1,49.48266666666667,3.3826666666666654,1.761805555555555,off,0.8433367243133265,0.9010869565217391,0.8712559117183395,4.347999999999999,0.0,0.25,4,9.058333333333332
T2a,99,librosa,smooth,0,librosa,0.48,30.5,34.112,3.612000000000002,1.881250000000001,off,0.9814356435643564,0.9264018691588785,0.953125,0.8966666666666612,0.0,0.3333333333333333,6,1.8680555555555443
T2a,130,librosa,smooth,0,librosa,0.48,61.6,63.306666666666665,1.7066666666666634,0.8888888888888873,within_1_bar,0.869942196531792,0.9793926247288504,0.9214285714285714,0.9753333333333316,0.0,0.5,4,2.031944444444441
T2a,388,librosa,smooth,0,librosa,0.48,35.2,37.962666666666664,2.762666666666661,1.438888888888886,off,0.9626485568760611,0.9295081967213115,0.9457881567973312,1.293999999999997,0.0,0.0,4,2.695833333333327
T2a,203,librosa,smooth,0,librosa,0.4693333333333333,18.9,40.87466666666667,21.97466666666667,11.705255681818185,off,1.0,0.5458553791887125,0.706217912150599,13.059999999999999,0.0,0.0,4,27.826704545454543
T2a,261,librosa,smooth,0,librosa,0.4906666666666667,63.5,68.52266666666667,5.022666666666666,2.5591032608695645,off,1.0,0.864986498649865,0.9276061776061776,3.6880000000000095,0.0,0.0,4,7.516304347826106
T2a,511,librosa,smooth,0,librosa,0.4693333333333333,45.0,46.794666666666664,1.7946666666666644,0.955965909090908,within_1_bar,0.978912319644839,0.98,0.9794558578567462,0.9213333333333331,0.5,0.5,4,1.9630681818181814
T2a,258,librosa,smooth,0,librosa,0.4693333333333333,15.0,22.090666666666667,7.090666666666667,3.7769886363636367,off,1.0,0.7052631578947368,0.8271604938271605,5.604000000000001,0.0,0.0,8,11.940340909090912
T2b,176,beat_this,smooth,0,librosa,0.48,60.9,60.96,0.060000000000002274,0.03125000000000119,exact,0.9397217928902627,0.9967213114754099,0.9673826571201273,0.055999999999997385,0.75,0.75,4,0.11666666666666123
T2b,10,beat_this,smooth,0,librosa,0.4906666666666667,47.3,47.36,0.060000000000002274,0.0305706521739142,exact,0.9914040114613181,0.8894601542416453,0.937669376693767,0.34600000000000364,0.5,0.5,4,0.7051630434782682
T2b,170,beat_this,smooth,0,librosa,0.4693333333333333,45.7,45.717333333333336,0.0173333333333332,0.009232954545454475,exact,0.8545101842870999,0.8374524714828897,0.8458953432549209,1.879333333333335,0.3333333333333333,0.3333333333333333,6,4.004261363636368
T2b,219,beat_this,smooth,0,librosa,0.4266666666666667,41.2,41.17333333333333,-0.026666666666670835,-0.015625000000002442,exact,0.7314606741573034,0.9503649635036496,0.8266666666666667,1.6806666666666814,0.25,0.25,4,3.939062500000034
T2b,418,beat_this,smooth,0,librosa,0.48,30.7,30.752,0.0519999999999996,0.027083333333333126,exact,0.9982638888888888,0.9349593495934959,0.9655751469353484,1.000666666666664,0.5,0.5,4,2.084722222222217
T2b,151,beat_this,smooth,0,librosa,0.48,63.8,63.818666666666665,0.018666666666668164,0.009722222222223003,exact,0.9744027303754266,0.9677966101694915,0.9710884353741497,0.7686666666666611,0.5,0.5,4,1.6013888888888772
T2b,502,beat_this,smooth,0,librosa,0.6933333333333334,7.5,11.253333333333334,3.753333333333334,1.3533653846153848,off,0.9579545454545455,0.9356270810210877,0.9466591802358225,0.9699999999999989,0.5,0.5,6,1.39903846153846
T2b,241,beat_this,smooth,0,librosa,0.4693333333333333,45.2,45.25866666666667,0.05866666666666731,0.03125000000000035,exact,0.863030303030303,0.9493333333333334,0.9041269841269841,1.882000000000012,0.25,0.25,4,4.009943181818207
T2b,175,beat_this,smooth,0,librosa,0.4906666666666667,48.3,47.413333333333334,-0.8866666666666632,-0.4517663043478243,within_1_bar,0.7770083102493075,0.9048387096774193,0.8360655737704917,3.659333333333329,0.16666666666666666,0.16666666666666666,6,7.4578804347825995
T2b,504,beat_this,smooth,0,librosa,0.48,24.8,26.72,1.9199999999999982,0.9999999999999991,within_1_bar,0.9988597491448119,0.8681863230921705,0.9289501590668081,1.8979999999999961,0.16666666666666666,0.3333333333333333,6,3.9541666666666586
T2b,465,beat_this,smooth,0,librosa,0.48,45.8,45.77066666666666,-0.029333333333333655,-0.015277777777777946,exact,1.0,0.8114446529080676,0.8959088555152771,0.9619999999999891,0.16666666666666666,0.16666666666666666,6,2.0041666666666442
T2b,115,beat_this,smooth,0,librosa,0.512,42.8,37.6,-5.199999999999996,-2.539062499999998,off,0.6174496644295302,0.9426229508196722,0.7461476074614761,4.359999999999996,0.0,0.0,4,8.515624999999991
T2b,236,beat_this,smooth,0,librosa,0.44800000000000006,43.2,43.21066666666667,0.010666666666665492,0.005952380952380296,exact,1.0,0.721184803605924,0.8380097268986157,4.837999999999994,0.25,0.25,8,10.799107142857128
T2b,517,beat_this,smooth,0,librosa,0.5013333333333333,18.1,20.170666666666666,2.070666666666664,1.0325797872340414,off,0.9646551724137931,0.87421875,0.9172131147540984,2.070666666666666,0.16666666666666666,0.16666666666666666,6,4.130319148936169
T2b,351,beat_this,smooth,0,librosa,0.48,34.3,35.25333333333333,0.9533333333333331,0.4965277777777777,within_1_bar,1.0,0.9059080962800875,0.9506314580941446,1.4453333333333305,0.25,0.25,4,3.0111111111111053
T2b,91,beat_this,smooth,0,librosa,0.48,32.4,32.394666666666666,-0.005333333333332746,-0.002777777777777472,exact,0.852752880921895,0.8751642575558476,0.8638132295719844,4.772666666666666,0.5,0.5,4,9.943055555555555
T2b,30,beat_this,smooth,0,librosa,0.4693333333333333,75.2,75.17866666666667,-0.021333333333330984,-0.011363636363635111,exact,0.9988399071925754,0.9577308120133482,0.9778534923339012,0.05133333333331791,0.5,0.75,4,0.10937499999996714
T2b,8,beat_this,smooth,0,librosa,0.5226666666666666,68.9,70.99733333333333,2.0973333333333244,1.0031887755101998,off,0.7736526946107785,0.8601864181091877,0.8146279949558638,6.283333333333331,0.0,0.0,6,12.021683673469385
T2b,467,beat_this,smooth,0,librosa,0.4693333333333333,60.1,60.032,-0.06800000000000495,-0.03622159090909354,exact,0.997867803837953,0.7813021702838063,0.8764044943820225,0.06533333333333857,0.75,0.75,4,0.13920454545455663
T2b,177,beat_this,smooth,0,librosa,0.48,23.3,23.338666666666665,0.038666666666664185,0.020138888888887596,exact,0.9653846153846154,1.0,0.9823874755381604,0.5166666666666622,0.5,0.5,4,1.0763888888888795
